crime_id,entities,entity_count,class_classification
6530000c9d5a1df6218f3544,"8c, 20biib, 20",3,Intermediate
65300f9a9d5a1dc72c8f93c7,"8b, 20ai, 20",3,Cultivation
653017f46b8aba329e47a011,"20biia, 20",2,Small
65304d3ac013a85ceb380f25,"20biia, 20",2,Small
6530dfa39526b5a255f668e7,"8c, 20biib, 20, 27",4,Intermediate
6530e9906b8aba704d503ecf,"8c, 20biib, 20",3,Intermediate
65310baa6b8aba02b1521158,"8c, 20biib, 20",3,Intermediate
653140fb9b9711856d09e81e,"8c, 20biic, 20",3,Commercial
653143aaa355a807be066998,"8c, 20b, 20",3,Intermediate
6531631fa355a81bc30719d7,"8c, 27, 20biia, 20",4,Small
65317ff532fc10eaa0da4309,"20biib, 20",2,Intermediate
6532057b32fc102374dd1100,"20biic, 20",2,Commercial
65322876a355a895b90dfb38,"379, 8c, 20b, 20",4,Intermediate
65329f367c0055515a975d9e,"8c, 20b, 20",3,Intermediate
6532a4eb6380eb7beb24bad6,"8c, 20biic, 20, 29",4,Commercial
6532a99d32fc108014e8834b,"8b, 8c, 20ai, 20",4,Cultivation
6532c00f9b9711f834198a95,"8c, 20biib, 20",3,Intermediate
653354bb4c144b0e88a97932,"8c, 20biib, 20",3,Intermediate
653388eb8f08fb8860b5f6b9,"8c, 20biib, 20, 27, 29",5,Intermediate
653401a07c0055feada55b16,"8c, 20biic, 20",3,Commercial
6534283c07a49e121501910b,"8c, 20biia, 20",3,Small
65342eb44c144b6df6b3b56c,"8c, 20biia, 20",3,Small
6534ade18f08fb1971be8686,"20biia, 20",2,Small
653511daa355a8638c2c0370,"20biic, 20",2,Commercial
6535462a32fc1023cbff6e99,"20a, 20, 20biia",3,Cultivation
6535629632fc10448effbc55,"20iia, 20",2,Small
6535da068f08fb0511c7a5fd,"8c, 20biib, 20, 27",4,Intermediate
6535e57d32fc107ae0021c9c,"20biia, 20",2,Small
653649e907a49e28e70e7117,"8c, 20biib, 20",3,Intermediate
65366bc04c144b0d81c0049f,27,1,Small
6536aef1cef547c7a3118ae4,"8c, 20biic, 20, 25",4,Commercial
6537903d6b8aba284c89285c,"20biib, 20",2,Intermediate
653807617c0055d2c8bf8f99,"8c, 20biia, 20",3,Small
6538150a07a49eb8b41c3364,"20biia, 20",2,Small
65381860a355a8c1543efbb4,"8c, 20ba, 20, 27a, 27",5,Small
65387e9ba355a879614154ef,"8c, 20biic, 20",3,Commercial
6538969b4c144b92b7cefd14,"8c, 20biib, 20, 27, 34",5,Intermediate
6538b28fcef5477afe2314d9,"8c, 20b1, 1",3,Intermediate
6538c4248f08fbe1fbdd10cd,"8c, 20biib, 20",3,Intermediate
6538db5ccef54797aa25e033,"8c, 20biib, 20",3,Intermediate
6539190bcef54785a6295554,"20biic, 20, 34a, 34",4,Commercial
65393f1d6b8aba475c9a572d,"8c, 20b, 20",3,Intermediate
65394cac6380eb5b535abd0a,"8b, 20biib, 20",3,Intermediate
653965eda355a836414d5d3c,"8c, 20biib, 20",3,Intermediate
6539d7f6c013a8376b8dd8e6,"20biia, 20",2,Small
653a13af6b8aba2463a1c12e,"8c, 20biib, 20",3,Intermediate
653a4e488f08fb70bbf0079b,"8c, 20biia, 20",3,Small
653a75d532fc10311a2c84a3,"8c, 22c, 22, 27, 29",5,Commercial
653a88e37c0055b43ddb8418,"8c, 20biic, 20",3,Commercial
653a8a7e7c005556fedb92ae,"8b, 20ai, 20",3,Cultivation
653aa13339531d7c083f5971,"20biic, 20",2,Commercial
653ac3e04c144b5c6ce96e40,"8c, 20biib, 20",3,Intermediate
653ad75a6b8aba7174aa3d31,"20biib, 20",2,Intermediate
653adb1807a49e6caa3a7ef0,"21b, 21",2,Intermediate
653afd5d6380eb3d946c57ed,"8c, 20biia, 20",3,Small
653b68efcef547d9d344555f,"8c, 20biib, 20",3,Intermediate
653b9827a355a8f37669ffca,"20biia, 20",2,Small
653bcc1f30f4bdfa2cebc630,"8c, 20biia, 20",3,Small
653bd14b36774121ff66bc88,"20biia, 20",2,Small
653be58e953ff16ce58d70ec,"8c, 20b, 20",3,Intermediate
653be8ee71ecf7fe1c24aaac,"8c, 20b1, 1, 20iia, 20",5,Intermediate
653bf06032411e23e1fb8572,"8b, 20ai, 20",3,Cultivation
653bf7f44bd3211233f8e5c8,"20biia, 20",2,Small
653c23be953ff11bc28dd865,"8c, 20biia, 20",3,Small
653cc65571ecf73f862b5dae,"8c, 20biib, 20",3,Intermediate
653d063132411e247d052804,"8c, 20b, 20",3,Intermediate
653d272504659ff7eaa2b068,"20biib, 20, 29, 8c",4,Intermediate
653d5159e9182160a22b0c04,"20biib, 20",2,Intermediate
653d5fbe8a1bdf6f615873b3,"8c, 20biia, 20",3,Small
653da9502e4e851b636a9199,"8c, 20biib, 20",3,Intermediate
653e5404a40edfe5918932bd,"20biic, 20",2,Commercial
653e64d0483fc57e4332b9be,"20biib, 20, 27",3,Intermediate
653e98981ceb857f8b469c93,"8c, 20biic, 20, 29",4,Commercial
653e9996ca7ff80c1c5e0144,"20biia, 20",2,Small
653eb9fd014c40091e188ecb,"8c, 20biic, 20",3,Commercial
653ec1e0014c401596189132,"8c, 20biia, 20",3,Small
653f7371657f3deb816c64eb,"8c, 20b",2,Intermediate
653fa8450559fe2c75689521,"8c, 20biic, 20",3,Commercial
653fb6740ed12b65fd60dec4,"8c, 20",2,Small
653fbd970ed12be659612872,"20biia, 20",2,Small
653fce0e2116901936e209f5,"8c, 20biia, 20",3,Small
653fd98e1ceb85b0595160ff,"8c, 20biia, 20",3,Small
653fe1d11ceb856fcf5184d4,"8c, 20biia, 20",3,Small
6540b6546ffbc5e6a1b94a94,"8c, 20biia, 20, 22c, 22, 27, 29",7,Commercial
6540efa3211690eed0f62272,"8c, 20b, 20",3,Intermediate
6540f9240ed12bc7156d7b8a,"20biia, 20",2,Small
6540fe5e483fc509e64b57f1,"8c, 20biia, 20",3,Small
654107ef1ceb858a625d76b5,"8c, 20biia, 20",3,Small
6541130c211690e4d8f8c806,"8c, 20biia, 20",3,Small
65412059014c407d4e30b80a,"8c, 20b, 20",3,Intermediate
654127cf657f3d00147f373f,"20biia, 20",2,Small
65412c20483fc551d84d7d5d,"20biib, 20",2,Intermediate
6541414a211690997bfa252e,"20biic, 20",2,Commercial
6541a1d90ed12b2279730b61,"8c, 20biia, 20",3,Small
654235c60559fe425b812066,"8c, 20biia, 20",3,Small
6542475e0ed12b63cd79bf54,"8c, 20biia, 20",3,Small
65426105ca7ff8375e8d94f7,"8c, 20b, 20",3,Intermediate
6542aee3ca7ff80d088ef259,"8c, 20biia, 20",3,Small
6542b25a014c409acd3d3f86,"20biib, 20",2,Intermediate
6543471e657f3d1a8d9027fc,"20biic, 20",2,Commercial
654394a0ca7ff837d098a571,"8c, 20biia, 20",3,Small
6543ab121ceb853e51743e84,"20biia, 20, 8c",3,Small
6543ae326635ab3a5ddcc7cd,"20biia, 20",2,Small
6543be44014c40de2747d7c9,"8c, 20biia, 20, 29",4,Small
6543dae4ca7ff8f1a89ad4d0,"8c, 22c, 22",3,Commercial
6543ea2a1ceb85896d756c01,"8c, 22a, 22",3,Small
6543ecfe657f3d60a0962243,"8c, 22c, 22",3,Commercial
6543f9a61ceb85c19875859e,"8c, 17b, 17, 18a, 18",5,Intermediate
6544004c657f3d05d7963ef8,"8c, 22c, 22",3,Commercial
654400daa40edf4406bc4928,"8c, 22a, 22",3,Small
6544020fca7ff8e1339b418a,"8c, 22c, 22, 29, 272, 273, 34a, 34",8,Commercial
6544035d483fc50a4a657fe1,"8c, 20biib, 20",3,Intermediate
654408776635ab86eaddfcc3,"37a, 37, 8c, 22c, 22, 29",6,Commercial
65440889211690837811053e,"8c, 22a, 22",3,Small
65440efe1ceb85469575a35b,"8c, 22c, 22",3,Commercial
6544102e1ceb856f0875a3c2,"8c, 22c, 22",3,Commercial
6544117d6ffbc5fa4dd7825f,"8c, 22c, 22",3,Commercial
65441479211690ea6d11114e,"8c, 22a, 22",3,Small
6544147a657f3d6e72965545,"22c, 22, 37a, 37",4,Commercial
6544187e6635ab6622de0b38,"8c, 22a, 22",3,Small
654421381ceb850a9675a927,"8c, 22a, 22",3,Small
6544274cfb24f5f20305b574,"8c, 22b, 22, 37a, 37",5,Intermediate
654437466ffbc5719ad9b521,"8c, 22c, 22",3,Commercial
65444475014c406a454af34e,"8c, 22c, 22",3,Commercial
65444b6a21169073d21354bc,"8c, 22c, 22, 37a, 37",5,Commercial
65444e05a40edf726dbeb365,"8c, 22c, 22",3,Commercial
65445147014c40859a4b061a,"8c, 20ba, 20, 27a, 27",5,Small
65445c791ceb85a2fd77fa5a,"20biib, 20",2,Intermediate
65445c9f014c40e3e54b17a9,"8c, 22b, 22",3,Intermediate
654460131ceb8533f2780087,"8c, 22a, 22",3,Small
65446c286908da304bee35f8,"20iia, 20",2,Small
65446c8946bc29de77a199ee,"8c, 22c, 22, 29",4,Commercial
65446f076908da92cfee3968,"37a, 37, 273, 8c, 22a, 22",6,Small
65447176ffb2f6f526fd0d46,"8c, 22b, 22",3,Intermediate
654472a06908daf55dee4070,"8c, 22c, 22",3,Commercial
6544768246bc291e05a1bc27,"8c, 22b, 22",3,Intermediate
6544770e0d7539439c61316e,"8c, 22c, 22",3,Commercial
6544789670799a46324344e9,"8c, 22c, 22, 37",4,Commercial
65447a6470799a765343510e,"8c, 22c, 22",3,Commercial
65447e061afb21f78ca8f5f6,"8c, 22c, 22",3,Commercial
65447fa29b7f2fff1ca415d4,"8c, 22c, 22",3,Commercial
654481786908da4ae7eeadd4,"8c, 22c, 22",3,Commercial
654483019b7f2f5558a43807,"8c, 22c, 22",3,Commercial
6544865bd4048733debdc9a9,"20biic, 20",2,Commercial
6544894cc5d3e8119b42f8eb,"37a, 37, 22a, 22",4,Small
65448ba070799ada244420b1,"8c, 22b, 22, 37",4,Intermediate
65448fa86908da7c50ef7de9,"8c, 22a, 22",3,Small
654491360d7539510262b5f2,"37a, 37, 22a, 22",4,Small
654496bf46bc2922daa39d4b,"8c, 20biib, 20",3,Intermediate
65449c9f0d7539721d637f16,"8c, 20b, 20",3,Intermediate
6544a8d20d75392881643be4,"8c, 22a, 22",3,Small
6544a98f70799a6c67461cae,"37a, 37, 8c, 22c, 22",5,Commercial
6544b018c8c91f7625b9e157,"37a, 37, 8c, 22c, 22",5,Commercial
6544b94e46bc297a30a57d68,"37a, 37, 8c, 22c, 22",5,Commercial
6544bc480d753937c4649f2a,"8c, 22c, 22",3,Commercial
6544bdebd77d08fe01e6f6be,"8c, 22c, 22",3,Commercial
6544be620634f13bdfa5f0ba,"37a, 37, 8c, 22a, 22",5,Small
6544beedc8c91f6de0ba42f8,"8c, 22c, 22, 29",4,Commercial
6544c3fa46bc29159ca5cfc3,"8c, 22a, 22",3,Small
6544c656ffb2f65a1c00e1c7,"8c, 22c, 22, 29",4,Commercial
6544c6bad77d085e95e73520,"8c, 22a, 22",3,Small
6544c8b86908da236bf1eb57,"8c, 22c, 22",3,Commercial
6544cb80d40487ab61c0f8e6,"8c, 22c, 22, 29",4,Commercial
6544ce1070799a71c647097a,"8c, 22c, 22, 29",4,Commercial
6544d0541afb212cb9ad092f,"8c, 22c, 22, 29",4,Commercial
6544d29c0d75396fc06575e5,"8c, 22c, 22, 29",4,Commercial
6544df5effb2f699fc01ffd0,"8c, 22c, 22, 26d, 26",5,Commercial
6544e79affb2f6168902684e,"8c, 22a, 22",3,Small
6544f1010634f16129a87919,"27, 20biib, 20",3,Intermediate
6544f1b6d40487312bc33dbb,"8c, 22a, 22",3,Small
65450ab3d77d0825ecea51ea,"8c, 20biia, 20",3,Small
654552ddc5d3e830fb4a2e2c,"8c, 22a, 22",3,Small
65455a86c8c91f85d8be952f,"8c, 20biia, 20",3,Small
654590a9d404877e95c7a2e7,"8c, 22c, 22",3,Commercial
6545b896d40487bc2bc7e1b7,"20a, 20biia, 20",3,Cultivation
6545f6329b7f2f4bf1b0751b,"8c, 20biia, 20",3,Small
6546120570799a4af350da42,"8c, 20biib, 20",3,Intermediate
654637c646bc29bfdbb2deba,"20biic, 20",2,Commercial
65465c38d77d08e6def5ad22,"8c, 20biib, 20, 29",4,Intermediate
654724a697160411383268d6,"8c, 20biia, 20, 27",4,Small
654746ce587bfd792f516b18,"8c, 22b, 22, 27, 336, 34",6,Intermediate
654799a0eec4e8d8bd581636,"8c, 22c, 22",3,Commercial
65479e3c5024044f63f177dd,"8c, 22c, 22",3,Commercial
6547b35ef62ffda3265c71f2,"20biic, 20",2,Commercial
6547b74aba9a600f65179656,"8c, 20biia, 20",3,Small
6547bbf450240456cff206c6,"8c, 20biib, 20",3,Intermediate
6547c6bdf62ffd770e5cae41,"8c, 20b2a",2,Small
654846d479fe1f8f6808b4bf,"8c, 20biib, 20",3,Intermediate
6548b77479fe1f98010dc878,"20biia, 20",2,Small
6548c19b79fe1f83120e25f5,"8c, 20b",2,Intermediate
6548c5de5024044797f94bc2,"8c, 20biia, 20",3,Small
6548d561f62ffd2fd66492a2,"67, 20002008, 2000, 2008, 27",5,Small
654917b60f04f54dcbcf7ce8,"20biic, 20, 8c",3,Commercial
6549251eba9a607e9a22569f,"8c, 20b2a, 20biib, 20",4,Intermediate
654929dd0f04f55bfacfb941,"8c, 20biib, 20",3,Intermediate
65492f4e241e773156778d6e,"8c, 20biic, 20",3,Commercial
6549306d971604211a41a3c7,"20biia, 20",2,Small
6549932179fe1f0e0313fbe9,"8c, 20biib, 20",3,Intermediate
6549aa4cf62ffd752669893d,"8c, 20biia, 20",3,Small
6549bba7c0bc078835199634,"8c, 20biia, 20",3,Small
6549de63e732c149d8f52631,"20biia, 20",2,Small
6549f09c5024042a160364ea,"20biib, 20",2,Intermediate
654a1758c0bc0793312047c7,"8c, 20b",2,Intermediate
654a723279fe1f76a91ceb01,"8c, 20biia, 20",3,Small
654a83a4e732c12f6cfba643,"20biia, 20",2,Small
654a865697160485ad4dc77a,"8c, 20biia, 20",3,Small
654a8790ba9a607d4c2d5abc,"20biib, 20",2,Intermediate
654a8969ba9a60a0b32d5d99,"8c, 20biia, 20",3,Small
654b1198ba9a602beb2fdf11,"8c, 20ba, 20, 27a, 27",5,Small
654b441779fe1f343d227dfa,"8c, 20biia, 20",3,Small
654b73069716047560543316,"20biib, 20",2,Intermediate
654ba3d6e732c1b7f4036251,"8c, 20biia, 20",3,Small
654ba9a20f04f5855fe327e3,"8c, 20b1, 1, 20iia, 20",5,Intermediate
654bd767241e77b8708b33e6,"20biia, 20",2,Small
654bf573e235497052607f1f,"8c, 20biib, 20",3,Intermediate
654c4883e23549802562b1c3,"8c, 20biib, 20",3,Intermediate
654c9f65e23549cbd4650d2d,"8c, 20b",2,Intermediate
654cf640587bfd31e77a39e1,"8c, 20biic, 20",3,Commercial
654d1aa70f04f5b5ddeb6848,"8c, 20biic, 20",3,Commercial
654d938be235498fdd6a7f8f,"8c, 20biic, 20",3,Commercial
654e24397914c53d9d7f5168,"8c, 21b, 21, 29",4,Intermediate
654e5b678434ca5252d4c5fe,"8c, 22c, 22, 29",4,Commercial
654e892b7914c505cf811391,"20biib, 20",2,Intermediate
654f18219f8fd4b5dc19818d,"20ai, 20",2,Cultivation
654f98cde7c0077072beee57,"8c, 20biib, 20",3,Intermediate
654fa0cf6d33d16c90425416,"8c, 20biic, 20",3,Commercial
655080eec39068570d890019,"8c, 20biib, 20",3,Intermediate
6550de15a4adbf4754f98d93,"188, 27, 8c",3,Small
6551b8dc3d3a036283785dc5,"8c, 20b, 20",3,Intermediate
6551c0eba4adbf599afd142a,"8c, 20a, 20, 20biia",4,Cultivation
65522bbae59a140c30924a12,"34a, 34, 8c, 22a, 22",5,Small
65524917e59a14015c92c1c7,"8c, 20biia, 20",3,Small
6552c98252801f4544ceebd2,"8c, 20biia, 20",3,Small
6552e693c7acc6ef63f2649c,"8c, 20biia, 20",3,Small
655349b73193bda7e5b36754,"8c, 20biia, 20",3,Small
65537f669f1d23df1d159de5,"8c, 20b, 20",3,Intermediate
655385463f00b42a744bd826,"20biia, 20",2,Small
65539199b2948e4c66644c76,"37a, 37, 8c, 22",4,Small
655394e03193bd3847b6dae8,"37a, 37, 8c, 22",4,Small
65539c143193bdf611b6fabc,"272, 37a, 37, 8c, 22a, 22",6,Small
65539c7b0bf1322e09ae1c63,"8c, 22b, 22",3,Intermediate
6553a0ff3f00b41e444c3a1f,"8c, 22",2,Small
6553a103b2948e9db964869a,"8c, 22a, 22",3,Small
6553a4732dfc6c6812f46eed,"8c, 22b, 22",3,Intermediate
6553a6940bf13227e0ae3fbf,"8c, 22b, 22",3,Intermediate
6553aab506246e5cf202737e,"8c, 22a, 22",3,Small
6553ad4b3193bd7bbeb72d42,"8c, 22a, 22",3,Small
6553ae65f0ce386d1f56f573,"20b, 20",2,Intermediate
6553b0b065913702d8bad672,"272, 34a, 34, 8c, 22a, 22",6,Small
6553b1a53193bd7f50b7355d,"272, 37a, 37, 8c, 21b, 21",6,Intermediate
6553b34387f23a013fafd885,"8c, 22c, 22",3,Commercial
6553b4123193bdf418b73c84,"272, 34a, 34, 8c, 22a, 22",6,Small
6553bb6b6591375e9ebaea0d,"272, 37a, 37, 8c, 21b, 21",6,Intermediate
6553ca25f0ce380708572a07,"8c, 22b, 22",3,Intermediate
6554a037b2948ef7216ba8bc,"8c, 20biib, 20",3,Intermediate
6554e9b13f00b456e5558bec,"272, 37a, 37, 8c, 22b, 22",6,Intermediate
6554edad0bf132b7efb6b0cc,"272, 37a, 37, 8c, 22a, 22",6,Small
6554f60df0ce3838d6600ff3,"34a, 34, 8c, 22a, 22",5,Small
655516760bf1328304b6e834,"20biia, 20",2,Small
65551f983f00b4727b55da36,"8c, 20biic, 20",3,Commercial
6555dd1c87f23a612ebe4b15,"8c, 20biic, 20, 29",4,Commercial
6555ee19b869c5518a75d126,"8c, 20biib, 20",3,Intermediate
6555f30406246e680c11c8b3,"8c, 20biia, 20",3,Small
6556345c06246e7d9514298e,"8c, 20biia, 20",3,Small
65564f0e3193bdaad2d02435,"8b, 20a",2,Cultivation
6556508e7591f142c5abe62f,"20iia, 20",2,Small
655658cb659137141dcca126,"8c, 20biia, 20",3,Small
6556639cf0ce3869ac68af1b,"20biia, 20",2,Small
6556750b3f00b455d05dfd08,"8c, 20biic, 20",3,Commercial
655746bf3f00b4482a640a7e,"8c, 20biic, 20",3,Commercial
6557760e06246e64891cf15b,"8c, 20b, 20",3,Intermediate
655777b7b869c50fbd802fd7,"37a, 37, 8c, 22a, 22",5,Small
65577a7cb869c50437804a83,"20biic, 20",2,Commercial
65577fba2dfc6c75510da438,"8c, 20biia, 20",3,Small
655786f91e7698243491b389,"8c, 20biia, 20",3,Small
65578d3ff0ce38029f7134cc,"8c, 20biib, 20",3,Intermediate
65579e41f0ce386433715826,"8c, 22b, 22",3,Intermediate
6557b59b6591376919d793d7,"8c, 20biia, 20",3,Small
655863000bf1320b51ccd067,"20biib, 20",2,Intermediate
6558632087f23a2277d09041,"8c, 20biic, 20",3,Commercial
6558f5aa2dfc6cfc9a16d6e0,"8c, 20biib, 20",3,Intermediate
6559166db2948e81e3888f9f,"20ai, 20, 8b",3,Cultivation
655952a365913712fde2bc27,27,1,Small
65597fed87f23af284d77122,"8c, 20biia, 20",3,Small
6559ab066591375c5ee3e01d,"20biib, 20",2,Intermediate
6559d0662dfc6c32491b9ebb,"8c, 20biib, 20",3,Intermediate
6559d33b0bf13281ced5ba03,"8c, 20biia, 20",3,Small
655a292a0bf1325ec1d70037,"8c, 20biia, 20",3,Small
655a42630bf132f024d720ff,"8c, 20biib, 20",3,Intermediate
655a546d0bf1326b44d7319a,"20b, 20, 20iia",3,Intermediate
655b0db487f23a5b99df0b68,"20biib, 20",2,Intermediate
655b6853b869c55d73976ddc,"8c, 20biia, 20",3,Small
655c8359b2948e75b39d76fa,"8c, 20biib, 20, 34",4,Intermediate
655ccae40bf1324bace709d2,"8c, 20biia, 20",3,Small
655cdd5c06246e08413dab3e,"37a, 37, 8c, 22a, 22",5,Small
655d21310bf1326b39e76ec6,"20biib, 20",2,Intermediate
655d72ecf0ce38434a936ad5,"8c, 20biib, 20",3,Intermediate
655da7b887f23a7b2cf06468,"8c, 22a, 22",3,Small
655dc87bb869c57421a5679d,"8c, 22c, 22, 29",4,Commercial
655e08b77591f12c7cdd9a0e,"8c, 20biib, 20, 43",4,Intermediate
655e1cfd9f1d23147656d0c6,"8c, 20biia, 20, 27",4,Small
655e1fe92dfc6cd4d7346831,"8a, 20a, 20",3,Cultivation
655e21502dfc6c24ee346f31,"20biia, 20",2,Small
655ec5be06246efda34851c3,"8c, 20biib, 20",3,Intermediate
655f2f65aa00361ac6d13da4,"8c, 20b",2,Intermediate
655f6eeb6591373dc6089c69,"8c, 20biia, 20",3,Small
656044d6b869c5c0b9b90a18,"8c, 20biia, 20, 43",4,Small
656044e29f1d23d3e166f8cc,"20biib, 20",2,Intermediate
65604d61b2948e19bfb884ad,"20biic, 20",2,Commercial
65608bf4b869c53dc4bb31b4,"8c, 20bii, 20",3,Intermediate
6560f5cb06246e741a5786fe,"8c, 20biib, 20",3,Intermediate
6561044b7591f11b15f35787,"8c, 20biib, 20",3,Intermediate
65610aff3f00b4b531a243b2,"20biic, 20, 27a, 27, 29",5,Commercial
6561fd4e659137665117ba7b,"8c, 20biic, 20",3,Commercial
656207bb87f23a00e00ddbae,"8b, 8c, 20ai, 20, 20bc",5,Cultivation
